Unique_ID,Year,Year_range,Short_title,Description,City/County,State,Country,Entity,Entity_type,Recipient,Recipient_type,Reparations_type,Amount,Amount_type,Harm_addressed,Status,Legal_basis,Tags,Source,Source_URL,Source2,Source2_URL,Related_entries,Notes,Suggested_citation,🔐 Softr Record ID
USA-1773-01,1773,1700–1899,Enslaver charged with trespass,"The first case involving the rights of enslaved people in Essex County, Massachusetts, was tried in the Court of Common Pleas. Richard Greenleaf was charged with ""trespass for inslaving [sic] the plaintiff"", Caesar Hendrick. He was found liable for £18 in damages and costs.",Essex County,Massachusetts,United States,Richard Greenleaf,Private individual/group,Caesar Hendrick,Individuals,Direct payment,,,Slavery,Completed,Court verdict,African Americans; court case; local government; monetary compensation; slavery,"History Happenings: Oct. 2, 2020. (2020, October 2). The Daily News of Newburyport.",,,,USA-1781-01; USA-1783-01,,"""Enslaver charged with trespass (1773)"". Reparations History, https://reparationshistory.org.",VkVTyR7a5smvydGXWa6yiy
USA-2019-03,2019,2010–2019,Nuns create slavery scholarship fund,"Catholic nuns of the Society of the Sacred Heart introduced a scholarship fund to benefit African-American students at their school in Louisiana, along with a memorial to the 150 enslaved persons who labored to build the schools.",Grand Coteau,Louisiana,United States,Society of the Sacred Heart,Religious institution,African Americans,Individuals,"Memorial, Scholarship fund",,,Slavery,Ongoing,Institutional policy,African Americans; education/scholarship; educational institution; memorial; monetary compensation; religious institution; slavery,"Swarns, R. L. (2019, August 2). The nuns who bought and sold human beings. The New York Times.",https://web.archive.org/web/20250814012030/https://www.nytimes.com/2019/08/02/opinion/sunday/nuns-slavery.html,"Jones, T. L. (2018, March 11). Society of the Sacred Heart hopes for understanding, reconciliation as it delves into its history of slave ownership. The Advocate.",https://www.theadvocate.com/baton_rouge/news/article_3ac5a8b4-2246-11e8-b12b-33cfe1fa08d9.html,USA-2021-07,,"""Nuns create slavery scholarship fund (2019)"". Reparations History, https://reparationshistory.org.",SPbgyd1tR2DzJksWHXcYBr
USA-1995-01,1995,1990–2009,Southern Baptists apologize for slavery,The Southern Baptists apologized to African American church members for the denomination's endorsement of slavery.,,,United States,Southern Baptists,Religious institution,African Americans,Community,Apology,,,Slavery,Completed,Voluntary/private action,African Americans; apology; religious institution; slavery,"Macaraeg, S., & Kunichoff, Y. (2017, March 21). How Chicago became the first city to make reparations to victims of police violence. YES! Magazine.",https://www.yesmagazine.org/issue/science/2017/03/21/how-chicago-became-the-first-city-to-make-reparations-to-victims-of-police-violence,"Henry, C. P. (2007). Long overdue: The politics of racial reparations. NYU Press.",,,,"""Southern Baptists apologize for slavery (1995)"". Reparations History, https://reparationshistory.org.",4D7KdVpFzNFfnP7hLmPptC
USA-2007-04,2007,1990–2009,"Alabama apologizes for slavery, segregation",The state legislature of Alabama passed a measure apologizing for slavery and segregation.,,Alabama,United States,State of Alabama,"Government, state",African Americans,Community,Apology,,,"Slavery, Jim Crow / segregation",Completed,State legislation,African Americans; apology; legislation; segregation; slavery; state government,"Darity, Jr, W. A., & Mullen, A. K. (2020). From here to equality: Reparations for Black Americans in the twenty-first century. UNC Press Books.",,,,USA-2007-01; USA-2007-02; USA-2007-03; USA-2007-05; USA-2007-06,,"""Alabama apologizes for slavery, segregation (2007)"". Reparations History, https://reparationshistory.org.",RpzYUQNvZUYEe7n1vBwBYn
USA-2020-02,2020,2020–2025,California creates reparations task force,California enacts a new law to create a task force to determine how the state could provide reparations to Black Americans and who would be eligible.,,California,United States,State of California,"Government, state",African Americans,"Community, Individuals, Descendants",Other,,,Slavery,In Progress,State legislation,African Americans; commission/study; legislation,"Linly, Z. (2020, October 1). California passes bill to consider slavery reparations. The Root.",https://www.theroot.com/gov-newsom-signs-bill-appointing-reparations-task-forc-1845243190,,,USA-2024-05; USA-2025-07,,"""California creates reparations task force (2020)"". Reparations History, https://reparationshistory.org.",Gd34aEiLoqwbJtU8iB5ign
USA-2021-04,2021,2020–2025,California funds forced sterilization reparations,"The California legislature enacted a law requesting $7.5 million of the budget be put towards providing reparations to survivors of the state's former eugenics law, by which over 20,000 institutionalized women were forcibly sterilized.",,California,United States,State of California,"Government, state",Victims of forced sterilization,Individuals,Direct payment,"$7,500,000.00",,Forced sterilization,Proposed,State legislation,eugenics survivors; forced sterilization; legislation; monetary compensation,"California passes landmark law to provide reparations to survivors of state-sponsored forced sterilization. (2021, July 13). Disability Rights Education & Defense Fund.",https://dredf.org/2021/07/13/california-passes-landmark-law-to-provide-reparations-to-survivors-of-state-sponsored-forced-sterilization/,,,USA-2002-01; USA-2014-01; USA-2016-02,,"""California funds forced sterilization reparations (2021)"". Reparations History, https://reparationshistory.org.",LLp1RDVYGjQG5G7hMEMH7c
USA-2024-05,2024,2020–2025,California apologizes for slavery,The governor of California signed a bill apologizing for the harms caused by slavery and racial discrimination against African Americans. He had previously vetoed another bill seeking to establish a state agency to investigate and compensate for land taken by racially-motivated eminent domain.,,California,United States,State of California,"Government, state",African Americans,Community,Apology,,,"Slavery, Jim Crow / segregation",Completed,State legislation,African Americans; apology; commission/study; institutional discrimination; land return; land seizure; legislation; monetary compensation; slavery; state government,"Holden, L. (2024, August 31). California slavery reparations bills unraveled over Gavin Newsom amendments. POLITICO.",https://www.politico.com/news/2024/08/31/california-slavery-reparations-bills-unraveled-over-gavin-newsom-amendments-00176957,"Holden, L. (2024, September 26). Gavin Newsom signs California apology for slavery and discrimination. POLITICO.",https://www.politico.com/news/2024/09/26/newsom-signs-reparations-apology-00181368,USA-2020-02; USA-2025-07,,"""California apologizes for slavery (2024)"". Reparations History, https://reparationshistory.org.",KczRxzkEuCMr3xX5qFGxX8
USA-2025-07,2025,2020–2025,California Road to Repair 2025 bills,"Governor Gavin Newsom signed five bills from California's ""Road to Repair 2025"" package, advancing the state's reparations initiatives. Among these, SB 518 establishes the Bureau for Descendants of American Slavery to begin implementing the California Reparations Task Force's recommendations that include actions of restitution, compensation, public acknowledgment, and community investment.",,California,United States,State of California,"Government, state",African Americans,Community,Other,,,Slavery,In Progress,State legislation,African Americans; apology; commission/study; legislation; monetary compensation; slavery; state government,"Ladisch, V. (2025, October 19). Reparations bills establish foundation to turn California's vision into reality. KQED.",https://www.kqed.org/news/12060403/reparations-bills-establish-foundation-to-turn-californias-vision-into-reality,,,USA-2020-02; USA-2024-05,,"""California Road to Repair 2025 bills (2025)"". Reparations History, https://reparationshistory.org.",UsSzKRB43DpyuUvFxNSfuA
USA-2024-02,2024,2020–2025,Colorado studies racial equity reparations,"In Colorado $900,000 has been raised to establish a 14-person commission to study racial equity, pursuant to legislation (SB24-053). The Black Coloradan Racial Equity Study Commission, based at History Colorado and chaired by Senate President James Coleman, had its first meeting in October 2024. The study will take three years to complete and will include community input sessions, economic analysis, and recommendations.",,Colorado,United States,State of Colorado,Community organization,African Americans,Community,Other,,,Other,In Progress,State legislation,African Americans; commission/study; federal government; legislation; monetary compensation,"Tassy, E. (2024, November 14). History Colorado hiring staff for state-mandated study into whether systemic harm happened to Black people. Colorado Public Radio.",https://www.cpr.org/2024/11/14/history-colorado-mandated-study-systemic-harm-against-black-people/,,,,,"""Colorado studies racial equity reparations (2024)"". Reparations History, https://reparationshistory.org.",Xvh7m89zXjN3u3UkdZK2mv
USA-1985-01,1985,1970–1989,Seminoles awarded $12.3 million,$12.3 million : Seminoles of Florida.,,Florida,United States,State of Florida,"Government, state",Seminole peoples,"Tribal Nation, Community",Direct payment,"$12,300,000.00",,Land seizure,Completed,Court verdict,Native Americans; monetary compensation,"Mustard, D. B. (2003). Racial justice in America: A reference handbook. ABC-CLIO.",,,,USA-1980-01; USA-1980-02; USA-1985-02; USA-1986-01,* summary figures from secondary source; represents multiple proceedings,"""Seminoles awarded $12.3 million (1985)"". Reparations History, https://reparationshistory.org.",Ry6We4Cd9zfKkxAkjTkpB
USA-1994-01,1994,1990–2009,Rosewood massacre survivors compensated,The state of Florida approved $2.1 million for the living survivors of a 1923 racial pogrom that resulted in multiple deaths and the decimation of the Black community in the town of Rosewood.,,Florida,United States,State of Florida,"Government, state",African Americans,Individuals,Direct payment,"$2,100,000.00",,Racial violence,Completed,State legislation,African Americans; local government; massacre/violence; monetary compensation; state government,"Glenza, J. (2016, January 3). Rosewood massacre a harrowing tale of racism and the road toward reparations. The Guardian.",http://www.theguardian.com/us-news/2016/jan/03/rosewood-florida-massacre-racial-violence-reparations,,,,,"""Rosewood massacre survivors compensated (1994)"". Reparations History, https://reparationshistory.org.",FSA5DzQ9M88G4zhuB7Y6Yv
USA-2007-06,2007,1990–2009,"Florida apologizes for slavery, segregation",The state legislature of Florida passed a measure apologizing for slavery and segregation.,,Florida,United States,State of Florida,"Government, state",African Americans,Community,Apology,,,"Slavery, Jim Crow / segregation",Completed,State legislation,African Americans; apology; legislation; segregation; slavery; state government,"Darity, Jr, W. A., & Mullen, A. K. (2020). From here to equality: Reparations for Black Americans in the twenty-first century. UNC Press Books.",,,,USA-2007-01; USA-2007-02; USA-2007-03; USA-2007-04; USA-2007-05,,"""Florida apologizes for slavery, segregation (2007)"". Reparations History, https://reparationshistory.org.",HawvFLQ1YjEy3kcnHVcoau
USA-2007-02,2007,1990–2009,"Maryland apologizes for slavery, segregation",The state legislature of Maryland passed a measure apologizing for slavery and segregation.,,Maryland,United States,State of Maryland,"Government, state",African Americans,Community,Apology,,,"Slavery, Jim Crow / segregation",Completed,State legislation,African Americans; apology; land return; legislation; segregation; slavery; state government,"Darity, Jr, W. A., & Mullen, A. K. (2020). From here to equality: Reparations for Black Americans in the twenty-first century. UNC Press Books.",,,,USA-2007-01; USA-2007-03; USA-2007-04; USA-2007-05; USA-2007-06,,"""Maryland apologizes for slavery, segregation (2007)"". Reparations History, https://reparationshistory.org.",UrGFnXt8mX4c8QJFwr49jz
USA-2021-09,2021,2020–2025,Maryland funds HBCUs $577 million,"The Maryland legislature passes a bill subsequent to the settlement of the lawsuit The Coalition for Equity and Excellence in Maryland Higher Education, et al. v. Maryland Higher Education Commission, et al., which alleged that the state failed to sufficiently desegregate its colleges and universities. The legislation provides for $577 million over 10 years to be used for various programs benefitting the state's Historically Black Colleges and Universities (HBCUs).",,Maryland,United States,State of Maryland,"Government, state",African Americans,Community,Other fund,"$577,000,000.00",,"Educational discrimination, Jim Crow / segregation",Ongoing,State legislation,African Americans; commission/study; court case; education/scholarship; educational institution; land return; legal settlement; legislation; monetary compensation; segregation,"Shwe, E. (2021, March 24). Hogan signs $577 million settlement bill for Maryland’s Historically Black Universities. Maryland Matters.",https://www.marylandmatters.org/2021/03/24/hogan-signs-577-million-settlement-bill-for-marylands-historically-black-universities/,,,USA-2002-02; USA-2025-13,,"""Maryland funds HBCUs $577 million (2021)"". Reparations History, https://reparationshistory.org.",AGHa9Fxkw6KAmZkqeKVk4C
USA-2025-12,2025,2020–2025,Maryland veto override,"The Maryland legislature voted to override a previous veto by Governor Wes Moore of a bill that included the establishment of the Maryland Reparations Commission. The new law will establish a commission to study how institutions in the state benefitted from discriminatory policies of the late 19th century to middle 20th century, and provide recommendations for reparations.",,Maryland,United States,State of Maryland,"Government, state",African Americans,Community,Other,,,"Economic discrimination, Jim Crow / segregation, Housing discrimination",In Progress,State legislation,commission/study; institutional discrimination; land return; legislation; state government,"Ford, W. J. (2025, December 17). Legislature overrides Moore's veto, approves creation of reparations commission. Maryland Matters. ",https://marylandmatters.org/2025/12/16/legislature-overrides-moores-veto-approves-creation-of-reparations-commission/,,,USA-2002-02; USA-2021-09,,"""Maryland veto override (2025)"". Reparations History, https://reparationshistory.org.",Bc2ZJCqQ7nCCT8qmomAon3
USA-2025-14,2025,2020–2025,Maryland commission releases report,"The Maryland Lynching Truth and Reconciliation Commission released a report on the state's complicity in racial violence against African Americans following the Civil War. Recommendations include a formal apology, payments to descendants of victims, and changes to the criminal justice system.",,Maryland,United States,State of Maryland,"Government, state",African Americans,"Community, Descendants","Apology, Direct payment, Policy change, Other, Infrastructure",,,Racial violence,In Progress,State legislation,African Americans; commission/study; state government; victims of lynching; monetary compensation,"Nelson, J. Q. (2026, January 7). Maryland recommends $100K payments to descendants of lynching victims after study. AOL.",https://www.aol.com/articles/maryland-recommends-100k-payments-descendants-183058836.html,Maryland Lynching Truth and Reconciliation Commission. (2025). Final report.,https://msa.maryland.gov/lynching-truth-reconciliation/reports/MLTRCFinalReport.pdf,USA-2005-02,,"""Maryland commission releases report (2025)"". Reparations History, https://reparationshistory.org.",MvrfHbe8BJnJPGzKjBKBsk
USA-1986-01,1986,1970–1989,Ottawas paid $32 million,$32 million per 1836 Treaty : Ottawas of Michigan.,,Michigan,United States,State of Michigan,"Government, state",Ottawa peoples,"Tribal Nation, Community",Direct payment,"$32,000,000.00",,Land seizure,Completed,Court verdict,Native Americans; monetary compensation,"Mustard, D. B. (2003). Racial justice in America: A reference handbook. ABC-CLIO.",,,,USA-1980-01; USA-1980-02; USA-1985-01; USA-1985-02,* summary figures from secondary source; represents multiple proceedings,"""Ottawas paid $32 million (1986)"". Reparations History, https://reparationshistory.org.",DzqGALcj1G9JBrGbuo6fNB
USA-2002-02,2002,1990–2009,Mississippi funds HBCUs $503 million,"Parties in the case of Ayres v. Fordice, a lawsuit first brought in 1975, agree on a settlement of $503 million. The lawsuit alleged that the state of Mississippi had systematically underfunded or otherwise neglected its Historically Black Colleges and Universities (HBCUs) as compared with other post-secondary institutions, and essentially creating a system of segregation based on race. The settlement money would be used for improving academic programs and for capital investments.",,Mississippi,United States,State of Mississippi,"Government, state",African Americans,Community,Other fund,"$503,000,000.00",,Educational discrimination,Completed,Court settlement,African Americans; court case; education/scholarship; educational institution; institutional discrimination; legal settlement; legislation; monetary compensation; segregation; state government,"Harris, A. (2021). Thirteen years a remedy, thirty years a fight, two centuries a struggle. In The state must provide: Why America’s colleges have always been unequal — and how to set them right (pp. 163–196). Ecco.",,,,USA-2021-09; USA-2025-13,,"""Mississippi funds HBCUs $503 million (2002)"". Reparations History, https://reparationshistory.org.",FgFx6TvwZAZrWx2vSAZQn1
USA-2007-05,2007,1990–2009,"New Jersey apologizes for slavery, segregation",The state legislature of New Jersey passed a measure apologizing for slavery and segregation.,,New Jersey,United States,State of New Jersey,"Government, state",African Americans,Community,Apology,,,"Slavery, Jim Crow / segregation",Completed,State legislation,African Americans; apology; legislation; segregation; slavery; state government,"Darity, Jr, W. A., & Mullen, A. K. (2020). From here to equality: Reparations for Black Americans in the twenty-first century. UNC Press Books.",,,,USA-2007-01; USA-2007-02; USA-2007-03; USA-2007-04; USA-2007-06,,"""New Jersey apologizes for slavery, segregation (2007)"". Reparations History, https://reparationshistory.org.",GkYjHx7qUECYmFWWwSZHD6
USA-2025-08,2025,2020–2025,New Jersey Reparations Council report,The New Jersey Reparations Council has released a report with recommendations for reparations.,,New Jersey,United States,State of New Jersey,"Government, state",African Americans,Community,Other,,,Other,In Progress,State legislation,commission/study,New Jersey Reparations Council. (2025). For such a time as this: The nowness of reparations for Black people in New Jersey,https://www.njreparationscouncil.org/report,,,USA-2022-09,,"""New Jersey Reparations Council report (2025)"". Reparations History, https://reparationshistory.org.",MHsU6rGuK19iNFxN2CiFUC
USA-2023-05,2023,2020–2025,NY creates reparations commission,The State of New York passes legislation to create a commission to study the legacy of slavery in the state and recommendations for reparative actions to address racial inequalities. The commission is to present a report of its findings to the legislature in 2025.,,New York,United States,State of New York,"Government, state",African Americans,Community,Other,,,Slavery,In Progress,State legislation,African Americans; commission/study; legislation; slavery; state government,"Tomkin, A. (2024, August 12). New York's Reparations Commission starts its work. City Limits.",https://citylimits.org/2024/08/12/new-yorks-reparations-commission-starts-its-work/,,,,,"""NY creates reparations commission (2023)"". Reparations History, https://reparationshistory.org.",HU7tRy69565cvjetAwRvAa
USA-2007-03,2007,1990–2009,"North Carolina apologizes for slavery, segregation",The state legislature of North Carolina passed a measure apologizing for slavery and segregation.,,North Carolina,United States,State of North Carolina,"Government, state",African Americans,Community,Apology,,,"Slavery, Jim Crow / segregation",Completed,State legislation,African Americans; apology; legislation; segregation; slavery; state government,"Darity, Jr, W. A., & Mullen, A. K. (2020). From here to equality: Reparations for Black Americans in the twenty-first century. UNC Press Books.",,,,USA-2007-01; USA-2007-02; USA-2007-04; USA-2007-05; USA-2007-06,,"""North Carolina apologizes for slavery, segregation (2007)"". Reparations History, https://reparationshistory.org.",7C6Tc3z8ZQLnvrPtVMABRm
USA-2014-01,2014,2010–2019,NC pays forced sterilization survivors,"The state of North Carolina set aside $10 million for reparations payments to living survivors of the state's eugenics program, which forcibly sterilized approximately 7,600 people.",,North Carolina,United States,State of North Carolina,"Government, state",Victims of forced sterilization,Individuals,Direct payment,"$10,000,000.00",,Forced sterilization,Completed,State legislation,eugenics survivors; forced sterilization; monetary compensation; state government,"Neuman, S. (2013, July 25). North Carolina set to compensate forced sterilization victims. NPR.",https://www.npr.org/sections/thetwo-way/2013/07/25/205547272/north-carolina-set-to-compensate-forced-sterilization-victims,"Zucchino, D. (2012, January 25). Sterilized by North Carolina, she felt raped once more. Los Angeles Times.",https://www.latimes.com/archives/la-xpm-2012-jan-25-la-na-forced-sterilization-20120126-story.html,USA-2002-01; USA-2016-02; USA-2021-04,,"""NC pays forced sterilization survivors (2014)"". Reparations History, https://reparationshistory.org.",GpgEEFe4NC1PfSREDxs6xy
USA-2001-01,2001,1990–2009,Oklahoma funds Greenwood survivor reparations,"The Oklahoma legislature passed and Governor Keating signed a bill to pay reparations for the destruction of the Greenwood (Tulsa), Oklahoma, community in 1921 in the form of low-income student scholarships in Tulsa; an economic development authority for Greenwood; a memorial; and the awarding of medals to the 118 known living survivors of the destruction of Greenwood.",Greenwood,Oklahoma,United States,State of Oklahoma,"Government, state",African Americans,Community,"Scholarship fund, Memorial, Infrastructure, Other",,,Racial violence,Completed,State legislation,African Americans; economic development; education/scholarship; legislation; memorial; monetary compensation; state government,"Macaraeg, S., & Kunichoff, Y. (2017, March 21). How Chicago became the first city to make reparations to victims of police violence. YES! Magazine.",https://www.yesmagazine.org/issue/science/2017/03/21/how-chicago-became-the-first-city-to-make-reparations-to-victims-of-police-violence,"Henry, C. P. (2007). Long overdue: The politics of racial reparations. NYU Press.",,USA-2024-01; USA-2025-06,,"""Oklahoma funds Greenwood survivor reparations (2001)"". Reparations History, https://reparationshistory.org.",8Vn9pa6qLSMAqpbaNCft5L
USA-2018-01,2018,2010–2019,Court upholds tribal fishing rights,"The Supreme Court, in a 4-4 deadlock, let stand a lower court's order to the state of Washington to make billions of dollars worth of repairs to roads, where the state had built culverts below road channels and structures in a way that prevented salmon from swimming through and reaching their spawning grounds, that had damaged the state's salmon habitats and contributed to population loss. The case involved the Stevens Treaties, a series of agreements in 1854-55, in which tribes in Washington State gave up millions of acres of land in exchange for ""the right to take fish."" Implicit in the treaties, courts would later rule, was a guarantee that there would be enough fish for the tribes to harvest. Destroying the habitat reduces the population and thus violates these treaties. This decision directly affects the Swinomish Tribe.",,Washington,United States,State of Washington,"Government, state",Swinomish peoples,Tribal Nation,Infrastructure,,,"Environmental harm, Treaty violation",Completed,Court verdict,Native Americans; court case; land return; legislation; monetary compensation; state government,"Eligon, J. (2018, June 11). 'This ruling gives us hope': Supreme Court sides with tribe in salmon case. The New York Times.",https://web.archive.org/web/20251118193946/https://www.nytimes.com/2018/06/11/us/washington-salmon-culverts-supreme-court.html,,,,,"""Court upholds tribal fishing rights (2018)"". Reparations History, https://reparationshistory.org.",SGJsnXmnP4tpKgC1bWD6BB
USA-1985-02,1985,1970–1989,Chippewas receive $31 million settlement,$31 million : Chippewas of Wisconsin.,,Wisconsin,United States,State of Wisconsin,"Government, state",Chippewa peoples,"Tribal Nation, Community",Direct payment,"$31,000,000.00",,Land seizure,Completed,Court settlement,Native Americans; monetary compensation,"Mustard, D. B. (2003). Racial justice in America: A reference handbook. ABC-CLIO.",,,,USA-1980-01; USA-1980-02; USA-1985-01; USA-1986-01,* summary figures from secondary source; represents multiple proceedings,"""Chippewas receive $31 million settlement (1985)"". Reparations History, https://reparationshistory.org.",3mNARVkWYm4nnnC5v2gGRK
USA-1865-02,1865,1700–1899,Sherman's land promise to freedmen,"On January 12, in the midst of the Civil War, General William T. Sherman and U.S. secretary of war Edwin M. Stanton met with 20 Black leaders in Savannah Georgia. Four days later, General Sherman issued Special Field Order No. 15 stating that Black people would receive an army mule and not more than forty acres on coastal plains of South Carolina and Georgia. By June, roughly 40,000 Blacks had settled on four hundred thousand acres of land before Confederate landowners, aided by the new Johnson administration, started taking back ""their"" land.",,,United States,Union Army,"Government, federal",African Americans,Individuals,"Land (return), Other",,,Slavery,Blocked/Rejected,Other,African Americans; court case; land return,"Kendi, I. X. (2023). How to be an antiracist. Random House Publishing Group.",,"Meyers, C. C. (2008). Sherman’s Special Field Orders, No.15. In The Empire State of the South: Georgia history in documents and essays. Mercer University Press.",,USA-1866-01,,"""Sherman's land promise to freedmen (1865)"". Reparations History, https://reparationshistory.org.",Jps7nVc94Af6VXFGkiRRRE
USA-1866-01,1866,1700–1899,Southern Homestead Act fails freedmen,"Southern Homestead Act : ""Ex-slaves were given 6 months to purchase land at reasonable rates without competition from white southerners and northern investors. But, owing to their destitution, few ex-slaves were able to take advantage of the program. The largest number that did were located in Florida, numbering little more than 3,000... The program failed.""",,,United States,United States Congress,"Government, federal",African Americans; Formerly enslaved people,Individuals,Infrastructure,,,Slavery,Partially Implemented,Federal legislation,corporation; housing program; land return; legislation; slavery,Southern Homestead Act of 1866. (2019). In Wikipedia.,https://en.wikipedia.org/w/index.php?title=Southern_Homestead_Act_of_1866&oldid=928906905,,,USA-1865-02,,"""Southern Homestead Act fails freedmen (1866)"". Reparations History, https://reparationshistory.org.",AF4fKSpe9SdyVJMqgWC9jn
USA-1924-01,1924,1900–1949,Pueblo Lands Act compensates lost land,"With the Pueblo Lands Act of 1924, Congress authorized the establishment of the Pueblo Lands Board to adjudicate land title disputes, along with a payment of $1,300,000 to the Pueblo for the land they lost (although the Pueblo disputed the amount).",,New Mexico,United States,United States Congress,"Government, federal",Pueblo peoples,"Tribal Nation, Community","Infrastructure, Direct payment","$1,300,000.00",,Land seizure,Completed,Federal legislation,Native Americans; federal government; land return; legislation; monetary compensation,"Debo, A. (1984). A history of the Indians of the United States (Revised ed). University of Oklahoma Press.",,,,USA-1927-01; USA-1934-01; USA-1946-01,,"""Pueblo Lands Act compensates lost land (1924)"". Reparations History, https://reparationshistory.org.",JpgLmCEJSPpM8hf7mviqyM
USA-1927-01,1927,1900–1949,Shoshones paid for seized land,The Shoshones were paid over $6 million for land illegally seized from them (although it was only half the appraised value of the land).,,,United States,United States Congress,"Government, federal",Shoshone peoples,"Tribal Nation, Community",Direct payment,"$6,000,000.00",,Land seizure,Completed,Court verdict,Native Americans; court case; land return; land seizure; monetary compensation,"Corlett, J. A. (2018). Race, racism, and reparations. Cornell University Press.",,,,USA-1924-01; USA-1934-01; USA-1946-01,,"""Shoshones paid for seized land (1927)"". Reparations History, https://reparationshistory.org.",M2TfPY2Pj8o2qSSs2kJhHo
USA-1934-01,1934,1900–1949,Indian Reorganization Act funds land,"Congress passed the Indian Reorganization Act which authorized $2 million a year in appropriations for the acquisition of land for Indians (except for the state of Oklahoma and the territory of Alaska until 1936). Congress made appropriations until 1941. In total $5.5 million was appropriated for 400,000 acres of land, and further legislation added 875,000 acres to reservations. One million acres of grazing land and nearly one million acres intended for homesteading were returned to the tribes.",,,United States,United States Congress,"Government, federal",Native Americans,"Tribal Nation, Community","Land (return), Other fund","$5,500,000.00",,Land seizure,Completed,Federal legislation,Native Americans; federal government; housing program; land return; land seizure; legislation; monetary compensation; state government,"Debo, A. (1984). A history of the Indians of the United States (Revised ed). University of Oklahoma Press.",,,,USA-1924-01; USA-1927-01; USA-1946-01,,"""Indian Reorganization Act funds land (1934)"". Reparations History, https://reparationshistory.org.",VjmkNN74jHf2XunNC3srgJ
USA-1946-01,1946,1900–1949,Indian Claims Commission resolves violations,Congress created the Indian Claims Commission to hear fraud and treaty violation claims against the United States government. The Commission was adjourned in 1978 with all pending cases transferred to the United States Court of Claims. By this time the Commission had adjudicated 546 claims and awarded more than $818 million in judgments.,,,United States,United States Congress,"Government, federal",Native Americans,"Tribal Nation, Community","Direct payment, Infrastructure","$818,000,000.00",,Treaty violation,Completed,Federal legislation,Native Americans; commission/study; court case; federal government; monetary compensation; treaty violation,"Debo, A. (1984). A history of the Indians of the United States (Revised ed). University of Oklahoma Press.",,,,USA-1924-01; USA-1927-01; USA-1934-01,,"""Indian Claims Commission resolves violations (1946)"". Reparations History, https://reparationshistory.org.",3bVJkM6DMsaJkN9UQA2Jx9
USA-1950-01,1950,1950–1969,Navajo-Hopi Rehabilitation Act passes,"The Navajo-Hopi Rehabilitation Act was passed, authorizing an appropriation of $88,570,000 over 10 years for a program benefiting the Navajo and Hopi, including soil conservation, education, business and industry development on reservation, and assistance in finding employment off-reservation.",,,United States,United States Congress,"Government, federal",Navajo peoples; Hopi peoples,"Tribal Nation, Community","Other fund, Services","$88,570,000.00",,Other,Completed,Federal legislation,Native Americans; economic development; education/scholarship; legislation; monetary compensation,"Debo, A. (1984). A history of the Indians of the United States (Revised ed). University of Oklahoma Press.",,,,,,"""Navajo-Hopi Rehabilitation Act passes (1950)"". Reparations History, https://reparationshistory.org.",F68vej1waxV3vcBehfLoBc
USA-1988-01,1988,1970–1989,Japanese-Americans receive internment reparations,"Civil Liberties Act of 1988 : President Ronald Reagan signed a bill providing $1.2 billion ($20,000 a person) and an apology to each of the approximately 60,000 living Japanese-Americans who had been interned during World War II. Additionally, $12,000 and an apology were given to 450 Unangans (Aleuts) for internment during WWII, and a $6.4 million trust fund was created for their communities.",,,United States,United States Congress,"Government, federal",Japanese Americans; Unangan/Aleut peoples,Individuals,"Apology, Direct payment, Other fund","$1,206,412,000.00",,Internment,Completed,Federal legislation,Aleuts; apology; federal government; internment; legislation; monetary compensation,"U.S. pays restitution; apologizes to Unangan (Aleut) for WWII Internment. (n.d.). National Library of Medicine. Retrieved June 19, 2020.",https://www.nlm.nih.gov/nativevoices/timeline/635.html,,,CAN-1988-01,,"""Japanese-Americans receive internment reparations (1988)"". Reparations History, https://reparationshistory.org.",PU9RxhHNZpF3pAH9XSw94t
USA-1989-01,1989,1970–1989,Conyers introduces reparations study bill,"Congressman John Conyers, D-Michigan, introduced bill H.R. 3745, which aimed to create the Commission to Study Reparation Proposals for African-Americans Act. The bill was introduced ""[to] address the fundamental injustice, cruelty, brutality, and inhumanity of slavery in the United States and the 13 American colonies between 1619 and 1865 and to establish a commission to study and consider a national apology and proposal for reparations for the institution of slavery, its subsequent de jure and de facto racial and economic discrimination against African-Americans, and the impact of these forces on living African-Americans, to make recommendations to the Congress on appropriate remedies, and for other purposes.""",,,United States,United States Congress,"Government, federal",African Americans,Descendants,Policy change,,,"Economic discrimination, Slavery, Jim Crow / segregation",Proposed,Federal legislation,African Americans; apology; commission/study; federal government; institutional discrimination; legislation; monetary compensation; slavery,"Commission to Study Reparation Proposals for African Americans Act (Preamble), H.R.3745, Congress 101 (1989).",https://www.congress.gov/bill/101st-congress/house-bill/3745,,,USA-2019-06; USA-2021-01; USA-2025-02,,"""Conyers introduces reparations study bill (1989)"". Reparations History, https://reparationshistory.org.",6svWxZ76yDvsPGJFJspYN6
